cid,region_type,region_id,regionNum,o_start_time,o_end_time,d_start_time,d_end_time,o_during,d_during,v_value,s_value,c_value,o_set_len,d_set_len
74,type_O,285,38,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_O,287,38,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_O,290,38,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_O,289,38,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_O,286,38,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_O,45,38,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_O,46,38,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_O,48,38,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_O,54,38,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_O,57,38,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_O,59,38,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_O,60,38,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_O,62,38,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_O,64,38,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_O,65,38,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_O,330,38,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_O,331,38,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_O,202,38,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_O,333,38,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_O,334,38,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_O,338,38,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_O,339,38,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_O,341,38,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_O,342,38,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_O,343,38,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_O,345,38,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_O,247,38,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_D,279,28,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_D,155,28,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_D,284,28,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_D,29,28,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_D,286,28,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_D,159,28,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_D,288,28,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_D,27,28,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_D,290,28,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_D,303,28,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_D,48,28,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_D,305,28,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_D,52,28,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_D,54,28,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_D,57,28,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_D,59,28,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_D,60,28,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_D,66,28,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_D,330,28,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_D,331,28,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_D,334,28,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_D,338,28,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_D,340,28,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_D,341,28,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_D,342,28,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_D,343,28,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_D,345,28,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
74,type_D,247,28,2018-09-02,2018-10-11,2018-09-02,2018-10-11,40,40,0.00062,18.19904,0.10622,38,28
75,type_O,102,6,2018-09-03,2018-09-30,2018-09-03,2018-09-30,28,28,0.00076,11.01478,0.09149,6,3
75,type_O,105,6,2018-09-03,2018-09-30,2018-09-03,2018-09-30,28,28,0.00076,11.01478,0.09149,6,3
75,type_O,332,6,2018-09-03,2018-09-30,2018-09-03,2018-09-30,28,28,0.00076,11.01478,0.09149,6,3
75,type_O,333,6,2018-09-03,2018-09-30,2018-09-03,2018-09-30,28,28,0.00076,11.01478,0.09149,6,3
75,type_O,27,6,2018-09-03,2018-09-30,2018-09-03,2018-09-30,28,28,0.00076,11.01478,0.09149,6,3
75,type_O,63,6,2018-09-03,2018-09-30,2018-09-03,2018-09-30,28,28,0.00076,11.01478,0.09149,6,3
75,type_D,336,3,2018-09-03,2018-09-30,2018-09-03,2018-09-30,28,28,0.00076,11.01478,0.09149,6,3
75,type_D,328,3,2018-09-03,2018-09-30,2018-09-03,2018-09-30,28,28,0.00076,11.01478,0.09149,6,3
75,type_D,334,3,2018-09-03,2018-09-30,2018-09-03,2018-09-30,28,28,0.00076,11.01478,0.09149,6,3
76,type_O,61,4,2018-09-04,2018-09-16,2018-09-04,2018-09-16,13,13,0.00647,1.40218,0.09525,4,7
76,type_O,189,4,2018-09-04,2018-09-16,2018-09-04,2018-09-16,13,13,0.00647,1.40218,0.09525,4,7
76,type_O,30,4,2018-09-04,2018-09-16,2018-09-04,2018-09-16,13,13,0.00647,1.40218,0.09525,4,7
76,type_O,191,4,2018-09-04,2018-09-16,2018-09-04,2018-09-16,13,13,0.00647,1.40218,0.09525,4,7
76,type_D,132,7,2018-09-04,2018-09-16,2018-09-04,2018-09-16,13,13,0.00647,1.40218,0.09525,4,7
76,type_D,112,7,2018-09-04,2018-09-16,2018-09-04,2018-09-16,13,13,0.00647,1.40218,0.09525,4,7
76,type_D,113,7,2018-09-04,2018-09-16,2018-09-04,2018-09-16,13,13,0.00647,1.40218,0.09525,4,7
76,type_D,115,7,2018-09-04,2018-09-16,2018-09-04,2018-09-16,13,13,0.00647,1.40218,0.09525,4,7
76,type_D,116,7,2018-09-04,2018-09-16,2018-09-04,2018-09-16,13,13,0.00647,1.40218,0.09525,4,7
76,type_D,117,7,2018-09-04,2018-09-16,2018-09-04,2018-09-16,13,13,0.00647,1.40218,0.09525,4,7
76,type_D,125,7,2018-09-04,2018-09-16,2018-09-04,2018-09-16,13,13,0.00647,1.40218,0.09525,4,7
77,type_O,112,5,2018-09-09,2018-09-15,2018-09-09,2018-09-15,7,7,0.00728,1.14036,0.09111,5,4
77,type_O,113,5,2018-09-09,2018-09-15,2018-09-09,2018-09-15,7,7,0.00728,1.14036,0.09111,5,4
77,type_O,115,5,2018-09-09,2018-09-15,2018-09-09,2018-09-15,7,7,0.00728,1.14036,0.09111,5,4
77,type_O,116,5,2018-09-09,2018-09-15,2018-09-09,2018-09-15,7,7,0.00728,1.14036,0.09111,5,4
77,type_O,117,5,2018-09-09,2018-09-15,2018-09-09,2018-09-15,7,7,0.00728,1.14036,0.09111,5,4
77,type_D,192,4,2018-09-09,2018-09-15,2018-09-09,2018-09-15,7,7,0.00728,1.14036,0.09111,5,4
77,type_D,193,4,2018-09-09,2018-09-15,2018-09-09,2018-09-15,7,7,0.00728,1.14036,0.09111,5,4
77,type_D,61,4,2018-09-09,2018-09-15,2018-09-09,2018-09-15,7,7,0.00728,1.14036,0.09111,5,4
77,type_D,30,4,2018-09-09,2018-09-15,2018-09-09,2018-09-15,7,7,0.00728,1.14036,0.09111,5,4
78,type_O,17,30,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_O,147,30,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_O,148,30,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_O,149,30,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_O,153,30,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_O,155,30,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_O,284,30,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_O,29,30,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_O,286,30,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_O,159,30,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_O,288,30,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_O,290,30,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_O,163,30,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_O,40,30,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_O,42,30,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_O,300,30,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_O,303,30,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_O,304,30,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_O,305,30,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_O,50,30,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_O,306,30,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_O,52,30,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_O,55,30,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_O,59,30,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_O,60,30,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_O,338,30,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_O,341,30,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_O,342,30,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_O,343,30,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_O,345,30,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,280,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,277,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,278,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,24,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,281,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,282,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,283,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,284,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,29,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,286,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,285,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,287,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,289,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,290,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,27,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,288,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,46,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,57,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,59,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,62,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,63,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,64,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,200,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,330,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,331,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,202,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,332,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,334,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,206,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,335,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,209,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,338,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,339,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,340,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,341,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,342,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,343,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,337,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,345,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,109,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
78,type_D,247,41,2018-09-10,2018-10-30,2018-09-10,2018-10-30,51,51,0.00079,21.20498,0.12943,30,41
79,type_O,3,19,2018-09-11,2018-09-18,2018-09-11,2018-09-18,8,8,0.00055,37.51304,0.14364,19,10
79,type_O,10,19,2018-09-11,2018-09-18,2018-09-11,2018-09-18,8,8,0.00055,37.51304,0.14364,19,10
79,type_O,267,19,2018-09-11,2018-09-18,2018-09-11,2018-09-18,8,8,0.00055,37.51304,0.14364,19,10
79,type_O,12,19,2018-09-11,2018-09-18,2018-09-11,2018-09-18,8,8,0.00055,37.51304,0.14364,19,10
79,type_O,13,19,2018-09-11,2018-09-18,2018-09-11,2018-09-18,8,8,0.00055,37.51304,0.14364,19,10
79,type_O,17,19,2018-09-11,2018-09-18,2018-09-11,2018-09-18,8,8,0.00055,37.51304,0.14364,19,10
79,type_O,274,19,2018-09-11,2018-09-18,2018-09-11,2018-09-18,8,8,0.00055,37.51304,0.14364,19,10
79,type_O,40,19,2018-09-11,2018-09-18,2018-09-11,2018-09-18,8,8,0.00055,37.51304,0.14364,19,10
79,type_O,42,19,2018-09-11,2018-09-18,2018-09-11,2018-09-18,8,8,0.00055,37.51304,0.14364,19,10
79,type_O,50,19,2018-09-11,2018-09-18,2018-09-11,2018-09-18,8,8,0.00055,37.51304,0.14364,19,10
79,type_O,307,19,2018-09-11,2018-09-18,2018-09-11,2018-09-18,8,8,0.00055,37.51304,0.14364,19,10
79,type_O,308,19,2018-09-11,2018-09-18,2018-09-11,2018-09-18,8,8,0.00055,37.51304,0.14364,19,10
79,type_O,309,19,2018-09-11,2018-09-18,2018-09-11,2018-09-18,8,8,0.00055,37.51304,0.14364,19,10
79,type_O,51,19,2018-09-11,2018-09-18,2018-09-11,2018-09-18,8,8,0.00055,37.51304,0.14364,19,10
79,type_O,52,19,2018-09-11,2018-09-18,2018-09-11,2018-09-18,8,8,0.00055,37.51304,0.14364,19,10
79,type_O,310,19,2018-09-11,2018-09-18,2018-09-11,2018-09-18,8,8,0.00055,37.51304,0.14364,19,10
79,type_O,311,19,2018-09-11,2018-09-18,2018-09-11,2018-09-18,8,8,0.00055,37.51304,0.14364,19,10
79,type_O,60,19,2018-09-11,2018-09-18,2018-09-11,2018-09-18,8,8,0.00055,37.51304,0.14364,19,10
79,type_O,359,19,2018-09-11,2018-09-18,2018-09-11,2018-09-18,8,8,0.00055,37.51304,0.14364,19,10
79,type_D,65,10,2018-09-11,2018-09-18,2018-09-11,2018-09-18,8,8,0.00055,37.51304,0.14364,19,10
79,type_D,289,10,2018-09-11,2018-09-18,2018-09-11,2018-09-18,8,8,0.00055,37.51304,0.14364,19,10
79,type_D,333,10,2018-09-11,2018-09-18,2018-09-11,2018-09-18,8,8,0.00055,37.51304,0.14364,19,10
79,type_D,19,10,2018-09-11,2018-09-18,2018-09-11,2018-09-18,8,8,0.00055,37.51304,0.14364,19,10
79,type_D,24,10,2018-09-11,2018-09-18,2018-09-11,2018-09-18,8,8,0.00055,37.51304,0.14364,19,10
79,type_D,285,10,2018-09-11,2018-09-18,2018-09-11,2018-09-18,8,8,0.00055,37.51304,0.14364,19,10
79,type_D,27,10,2018-09-11,2018-09-18,2018-09-11,2018-09-18,8,8,0.00055,37.51304,0.14364,19,10
79,type_D,284,10,2018-09-11,2018-09-18,2018-09-11,2018-09-18,8,8,0.00055,37.51304,0.14364,19,10
79,type_D,29,10,2018-09-11,2018-09-18,2018-09-11,2018-09-18,8,8,0.00055,37.51304,0.14364,19,10
79,type_D,287,10,2018-09-11,2018-09-18,2018-09-11,2018-09-18,8,8,0.00055,37.51304,0.14364,19,10
80,type_O,300,5,2018-09-13,2018-09-24,2018-09-13,2018-09-24,12,12,0.00133,6.66677,0.09416,5,6
80,type_O,301,5,2018-09-13,2018-09-24,2018-09-13,2018-09-24,12,12,0.00133,6.66677,0.09416,5,6
80,type_O,302,5,2018-09-13,2018-09-24,2018-09-13,2018-09-24,12,12,0.00133,6.66677,0.09416,5,6
80,type_O,304,5,2018-09-13,2018-09-24,2018-09-13,2018-09-24,12,12,0.00133,6.66677,0.09416,5,6
80,type_O,305,5,2018-09-13,2018-09-24,2018-09-13,2018-09-24,12,12,0.00133,6.66677,0.09416,5,6
80,type_D,48,6,2018-09-13,2018-09-24,2018-09-13,2018-09-24,12,12,0.00133,6.66677,0.09416,5,6
80,type_D,49,6,2018-09-13,2018-09-24,2018-09-13,2018-09-24,12,12,0.00133,6.66677,0.09416,5,6
80,type_D,53,6,2018-09-13,2018-09-24,2018-09-13,2018-09-24,12,12,0.00133,6.66677,0.09416,5,6
80,type_D,56,6,2018-09-13,2018-09-24,2018-09-13,2018-09-24,12,12,0.00133,6.66677,0.09416,5,6
80,type_D,59,6,2018-09-13,2018-09-24,2018-09-13,2018-09-24,12,12,0.00133,6.66677,0.09416,5,6
80,type_D,60,6,2018-09-13,2018-09-24,2018-09-13,2018-09-24,12,12,0.00133,6.66677,0.09416,5,6
81,type_O,290,11,2018-09-19,2018-09-24,2018-09-19,2018-09-24,6,6,0.00027,38.08305,0.1014,11,6
81,type_O,42,11,2018-09-19,2018-09-24,2018-09-19,2018-09-24,6,6,0.00027,38.08305,0.1014,11,6
81,type_O,10,11,2018-09-19,2018-09-24,2018-09-19,2018-09-24,6,6,0.00027,38.08305,0.1014,11,6
81,type_O,13,11,2018-09-19,2018-09-24,2018-09-19,2018-09-24,6,6,0.00027,38.08305,0.1014,11,6
81,type_O,338,11,2018-09-19,2018-09-24,2018-09-19,2018-09-24,6,6,0.00027,38.08305,0.1014,11,6
81,type_O,52,11,2018-09-19,2018-09-24,2018-09-19,2018-09-24,6,6,0.00027,38.08305,0.1014,11,6
81,type_O,308,11,2018-09-19,2018-09-24,2018-09-19,2018-09-24,6,6,0.00027,38.08305,0.1014,11,6
81,type_O,309,11,2018-09-19,2018-09-24,2018-09-19,2018-09-24,6,6,0.00027,38.08305,0.1014,11,6
81,type_O,59,11,2018-09-19,2018-09-24,2018-09-19,2018-09-24,6,6,0.00027,38.08305,0.1014,11,6
81,type_O,60,11,2018-09-19,2018-09-24,2018-09-19,2018-09-24,6,6,0.00027,38.08305,0.1014,11,6
81,type_O,286,11,2018-09-19,2018-09-24,2018-09-19,2018-09-24,6,6,0.00027,38.08305,0.1014,11,6
81,type_D,66,6,2018-09-19,2018-09-24,2018-09-19,2018-09-24,6,6,0.00027,38.08305,0.1014,11,6
81,type_D,29,6,2018-09-19,2018-09-24,2018-09-19,2018-09-24,6,6,0.00027,38.08305,0.1014,11,6
81,type_D,24,6,2018-09-19,2018-09-24,2018-09-19,2018-09-24,6,6,0.00027,38.08305,0.1014,11,6
81,type_D,27,6,2018-09-19,2018-09-24,2018-09-19,2018-09-24,6,6,0.00027,38.08305,0.1014,11,6
81,type_D,284,6,2018-09-19,2018-09-24,2018-09-19,2018-09-24,6,6,0.00027,38.08305,0.1014,11,6
81,type_D,285,6,2018-09-19,2018-09-24,2018-09-19,2018-09-24,6,6,0.00027,38.08305,0.1014,11,6
82,type_O,288,9,2018-09-20,2018-09-22,2018-09-20,2018-09-22,3,3,0.00058,6.57879,0.06177,9,9
82,type_O,65,9,2018-09-20,2018-09-22,2018-09-20,2018-09-22,3,3,0.00058,6.57879,0.06177,9,9
82,type_O,66,9,2018-09-20,2018-09-22,2018-09-20,2018-09-22,3,3,0.00058,6.57879,0.06177,9,9
82,type_O,333,9,2018-09-20,2018-09-22,2018-09-20,2018-09-22,3,3,0.00058,6.57879,0.06177,9,9
82,type_O,23,9,2018-09-20,2018-09-22,2018-09-20,2018-09-22,3,3,0.00058,6.57879,0.06177,9,9
82,type_O,24,9,2018-09-20,2018-09-22,2018-09-20,2018-09-22,3,3,0.00058,6.57879,0.06177,9,9
82,type_O,285,9,2018-09-20,2018-09-22,2018-09-20,2018-09-22,3,3,0.00058,6.57879,0.06177,9,9
82,type_O,27,9,2018-09-20,2018-09-22,2018-09-20,2018-09-22,3,3,0.00058,6.57879,0.06177,9,9
82,type_O,29,9,2018-09-20,2018-09-22,2018-09-20,2018-09-22,3,3,0.00058,6.57879,0.06177,9,9
82,type_D,289,9,2018-09-20,2018-09-22,2018-09-20,2018-09-22,3,3,0.00058,6.57879,0.06177,9,9
82,type_D,333,9,2018-09-20,2018-09-22,2018-09-20,2018-09-22,3,3,0.00058,6.57879,0.06177,9,9
82,type_D,340,9,2018-09-20,2018-09-22,2018-09-20,2018-09-22,3,3,0.00058,6.57879,0.06177,9,9
82,type_D,23,9,2018-09-20,2018-09-22,2018-09-20,2018-09-22,3,3,0.00058,6.57879,0.06177,9,9
82,type_D,279,9,2018-09-20,2018-09-22,2018-09-20,2018-09-22,3,3,0.00058,6.57879,0.06177,9,9
82,type_D,24,9,2018-09-20,2018-09-22,2018-09-20,2018-09-22,3,3,0.00058,6.57879,0.06177,9,9
82,type_D,27,9,2018-09-20,2018-09-22,2018-09-20,2018-09-22,3,3,0.00058,6.57879,0.06177,9,9
